"","foo.cont","foo.e","foo.value"
"4378","Finland","Road.Injuries",-8.19
"411","Uganda","Protein.Energy.Malnutrition",-8.14
"5650","Bhutan","Protein.Energy.Malnutrition",-8.13
"4813","Democratic Republic of Congo","Protein.Energy.Malnutrition",-8.11
"2571","Myanmar","Nutritional.Deficiencies",-8.1
"752","Tanzania","Protein.Energy.Malnutrition",-8.07
"2991","Maldives","Diarrheal.Diseases",-8.06
"2626","Morocco","Tuberculosis",-8.05
"5754","Belize","Neonatal.Disorders",-8.01
"5940","Bahamas","Neonatal.Disorders",-8
"4781","Denmark","Road.Injuries",-7.98
"5847","Barbados","Neonatal.Disorders",-7.98
"1371","Serbia","Road.Injuries",-7.97
"958","Suriname","Malaria",-7.97
"1835","Poland","Chronic.Respiratory.Diseases",-7.88
"2474","Nepal","Maternal.Disorders",-7.87
"2550","Myanmar","Protein.Energy.Malnutrition",-7.86
"2507","Nauru","Drowning",-7.83
"4853","Czechia","Self.harm",-7.83
"2488","Nauru","Protein.Energy.Malnutrition",-7.82
"2495","Nauru","Diarrheal.Diseases",-7.82
"2505","Nauru","Maternal.Disorders",-7.82
"2509","Nauru","Nutritional.Deficiencies",-7.82
"2512","Nauru","Meningitis",-7.82
"2484","Nauru","Digestive.Diseases",-7.82
"2754","Moldova","Interpersonal.Violence",-7.75
"2027","Palestine","Conflict.and.Terrorism",-7.74
"3060","Malawi","Tuberculosis",-7.73999999999999
"3363","Kyrgyzstan","Diarrheal.Diseases",-7.72
"3938","Haiti","Meningitis",-7.72
"875","Switzerland","Road.Injuries",-7.68
"1937","Paraguay","Diarrheal.Diseases",-7.68
"139","Venezuela","Diarrheal.Diseases",-7.64
"1381","Serbia","Self.harm",-7.62
"3289","Latvia","Fire..Heat..and.Hot.Substances",-7.59
"4689","Dominican Republic","Protein.Energy.Malnutrition",-7.56
"3312","Latvia","Interpersonal.Violence",-7.54
"2998","Maldives","Tuberculosis",-7.48
"6150","Angola","Conflict.and.Terrorism",-7.47
"4498","Estonia","Fire..Heat..and.Hot.Substances",-7.45
"2569","Myanmar","Drowning",-7.45
"5884","Bangladesh","Maternal.Disorders",-7.41
"4710","Dominican Republic","Nutritional.Deficiencies",-7.4
"4269","Georgia","Tuberculosis",-7.39
"885","Switzerland","Self.harm",-7.39
"1627","Saint Kitts and Nevis","Diarrheal.Diseases",-7.37
"1641","Saint Kitts and Nevis","Nutritional.Deficiencies",-7.37
"1089","South Korea","Digestive.Diseases",-7.36
"5816","Belarus","Neonatal.Disorders",-7.35
"4672","Ecuador","Tuberculosis",-7.3
"4949","Croatia","Lower.Respiratory.Infections",-7.29
"4554","Eritrea","Malaria",-7.28
"5602","Bosnia and Herzegovina","Tuberculosis",-7.27
"707","Timor","Maternal.Disorders",-7.25
"1334","Sierra Leone","Meningitis",-7.18
"888","Switzerland","Lower.Respiratory.Infections",-7.15
"4843","Czechia","Road.Injuries",-7.14
"739","Thailand","Interpersonal.Violence",-7.11
"3469","Kenya","Malaria",-7.1
"1321","Sierra Leone","Neonatal.Disorders",-7.03
"5299","Cape Verde","Nutritional.Deficiencies",-7.02
"5075","Congo","Tuberculosis",-7.01
"5130","Colombia","Diarrheal.Diseases",-7
"4214","Ghana","Nutritional.Deficiencies",-6.99
"857","Syria","Lower.Respiratory.Infections",-6.97
"5388","Cambodia","Maternal.Disorders",-6.96
"1911","Peru","Lower.Respiratory.Infections",-6.95999999999999
"1028","Spain","Cirrhosis.and.Other.Chronic.Liver.Diseases",-6.94
"4050","Guatemala","Lower.Respiratory.Infections",-6.93
"5589","Bosnia and Herzegovina","Poisonings",-6.93
"4193","Ghana","Protein.Energy.Malnutrition",-6.92
"1903","Peru","Conflict.and.Terrorism",-6.9
"2530","Namibia","Neonatal.Disorders",-6.9
"3541","Japan","Road.Injuries",-6.88
"1175","Somalia","Malaria",-6.86
"1259","Slovakia","Neonatal.Disorders",-6.86
"5667","Bhutan","Maternal.Disorders",-6.86
"492","Turkmenistan","Drowning",-6.82
"5173","China","Drowning",-6.82
"1724","Romania","Neonatal.Disorders",-6.79
"3349","Laos","Meningitis",-6.79
"4493","Eswatini","Nutritional.Deficiencies",-6.78
"6268","Albania","Chronic.Respiratory.Diseases",-6.75
"3005","Maldives","Nutritional.Deficiencies",-6.71
"4472","Eswatini","Protein.Energy.Malnutrition",-6.69
"5824","Belarus","Drowning",-6.68
"3580","Jamaica","Diarrheal.Diseases",-6.67
"6048","Armenia","Fire..Heat..and.Hot.Substances",-6.66
"990","Sudan","Nutritional.Deficiencies",-6.65
"4458","Ethiopia","Maternal.Disorders",-6.61
"4250","Georgia","Fire..Heat..and.Hot.Substances",-6.61
"2745","Moldova","Self.harm",-6.6
"969","Sudan","Protein.Energy.Malnutrition",-6.59
"5010","Costa Rica","Neonatal.Disorders",-6.59
"5163","China","Self.harm",-6.56
"3107","Luxembourg","Road.Injuries",-6.56
"4886","Cyprus","Neonatal.Disorders",-6.51
"4509","Estonia","Environmental.Heat.and.Cold.Exposure",-6.47
"399","Ukraine","Drowning",-6.46
"3665","Ireland","Road.Injuries",-6.45
"4948","Croatia","Neonatal.Disorders",-6.45
"3479","Kazakhstan","Road.Injuries",-6.42
"2810","Mexico","Lower.Respiratory.Infections",-6.41
"680","Togo","Nutritional.Deficiencies",-6.4
"2316","Nigeria","Tuberculosis",-6.39
"471","Turkmenistan","Chronic.Respiratory.Diseases",-6.37
"5598","Bosnia and Herzegovina","Alcohol.Use.Disorders",-6.36
"2476","Nepal","Drowning",-6.35
"4357","France","Self.harm",-6.34
"108","Vietnam","Diarrheal.Diseases",-6.33
"659","Togo","Protein.Energy.Malnutrition",-6.28
"852","Syria","Diarrheal.Diseases",-6.28
"1424","Senegal","Nutritional.Deficiencies",-6.26
"1565","Saint Vincent and the Grenadines","Diarrheal.Diseases",-6.25
"3026","Malaysia","Neonatal.Disorders",-6.2
"1403","Senegal","Protein.Energy.Malnutrition",-6.18
"3740","Iran","Lower.Respiratory.Infections",-6.17
"303","United States","HIV.AIDS",-6.16
"5161","China","Diarrheal.Diseases",-6.16
"2481","Nepal","Meningitis",-6.14
"3494","Kazakhstan","Tuberculosis",-6.14
"3928","Haiti","Tuberculosis",-6.13
"5196","Chile","Neonatal.Disorders",-6.13
"6126","Antigua and Barbuda","Neonatal.Disorders",-6.13
"4421","Fiji","Neonatal.Disorders",-6.12
"5416","Burundi","Tuberculosis",-6.09
"2259","North Korea","Drowning",-6.08
"2189","Northern Mariana Islands","Neonatal.Disorders",-6.06
"3442","Kiribati","Meningitis",-5.99
"2540","Namibia","Nutritional.Deficiencies",-5.99
"1920","Peru","Nutritional.Deficiencies",-5.98
"3300","Latvia","Environmental.Heat.and.Cold.Exposure",-5.96
"3499","Kazakhstan","Drowning",-5.94
"1014","Sri Lanka","Tuberculosis",-5.91
"670","Togo","Neonatal.Disorders",-5.89
"4917","Cuba","Neonatal.Disorders",-5.88
"2519","Namibia","Protein.Energy.Malnutrition",-5.87
"1899","Peru","Protein.Energy.Malnutrition",-5.82
"3157","Lithuania","Interpersonal.Violence",-5.82
"4755","Djibouti","Conflict.and.Terrorism",-5.82
"5909","Bahrain","Neonatal.Disorders",-5.81
"1427","Senegal","Meningitis",-5.8
"4329","Gabon","Lower.Respiratory.Infections",-5.75
"2984","Maldives","Protein.Energy.Malnutrition",-5.75
"803","Tajikistan","Malaria",-5.73
"5038","Cook Islands","Exposure.to.Forces.of.Nature",-5.68
"5042","Cook Islands","Lower.Respiratory.Infections",-5.68
"5044","Cook Islands","Tuberculosis",-5.68
"5039","Cook Islands","Self.harm",-5.67
"828","Taiwan","Tuberculosis",-5.67
"1441","Saudi Arabia","Diarrheal.Diseases",-5.66
"3344","Laos","Drowning",-5.66
"906","Sweden","Road.Injuries",-5.64
"1365","Seychelles","Meningitis",-5.57
"2055","Palau","Poisonings",-5.55
"3375","Kyrgyzstan","Drowning",-5.54
"1620","Saint Kitts and Nevis","Protein.Energy.Malnutrition",-5.53
"1632","Saint Kitts and Nevis","Lower.Respiratory.Infections",-5.53
"1879","Philippines","Neonatal.Disorders",-5.51
"3866","Hungary","Tuberculosis",-5.51
"5292","Cape Verde","Tuberculosis",-5.51
"2364","Nicaragua","Protein.Energy.Malnutrition",-5.46
"1817","Portugal","Neonatal.Disorders",-5.44
"2385","Nicaragua","Nutritional.Deficiencies",-5.44
"1145","South Africa","Nutritional.Deficiencies",-5.4
"2261","North Korea","Nutritional.Deficiencies",-5.39
"4293","Gambia","Diarrheal.Diseases",-5.38
"6269","Albania","Road.Injuries",-5.37
"5475","Bulgaria","Neonatal.Disorders",-5.36
"1159","Somalia","Conflict.and.Terrorism",-5.35
"4286","Gambia","Protein.Energy.Malnutrition",-5.34
"5278","Cape Verde","Protein.Energy.Malnutrition",-5.34
"2146","Norway","Road.Injuries",-5.33
"3783","Indonesia","Meningitis",-5.32
"4307","Gambia","Nutritional.Deficiencies",-5.31
"1124","South Africa","Protein.Energy.Malnutrition",-5.3
"2097","Pakistan","Lower.Respiratory.Infections",-5.29
"4855","Czechia","Neonatal.Disorders",-5.28
"2240","North Korea","Protein.Energy.Malnutrition",-5.28
"2425","Netherlands","Road.Injuries",-5.28
"2585","Mozambique","Conflict.and.Terrorism",-5.27
"2629","Morocco","Maternal.Disorders",-5.27
"4145","Greenland","Tuberculosis",-5.26
"4150","Greenland","Drowning",-5.26
"472","Turkmenistan","Road.Injuries",-5.25
"4130","Greenland","Road.Injuries",-5.25
"6238","Algeria","Road.Injuries",-5.24
"6246","Algeria","Diarrheal.Diseases",-5.22
"916","Sweden","Self.harm",-5.18
"2223","North Macedonia","Tuberculosis",-5.17
"53","Zambia","Tuberculosis",-5.16
"5585","Bosnia and Herzegovina","Cirrhosis.and.Other.Chronic.Liver.Diseases",-5.16
"6251","Algeria","Lower.Respiratory.Infections",-5.13
"3470","Kenya","Nutritional.Deficiencies",-5.11
"1135","South Africa","Neonatal.Disorders",-5.1
"1691","Russia","Self.harm",-5.09
"3820","Iceland","Road.Injuries",-5.07
"3449","Kenya","Protein.Energy.Malnutrition",-4.98
"963","Sudan","Acute.Hepatitis",-4.97
"1668","Rwanda","Maternal.Disorders",-4.97
"1142","South Africa","Interpersonal.Violence",-4.94
"5988","Austria","Cirrhosis.and.Other.Chronic.Liver.Diseases",-4.94
"4610","El Salvador","Tuberculosis",-4.94
"6000","Austria","Self.harm",-4.9
"3776","Indonesia","Maternal.Disorders",-4.9
"6059","Armenia","Environmental.Heat.and.Cold.Exposure",-4.9
"3959","Guyana","Tuberculosis",-4.88
"5106","Comoros","Tuberculosis",-4.87
"5395","Cambodia","Meningitis",-4.85
"4492","Eswatini","Malaria",-4.85
"3001","Maldives","Maternal.Disorders",-4.8
"2891","Marshall Islands","Protein.Energy.Malnutrition",-4.76
"2912","Marshall Islands","Nutritional.Deficiencies",-4.76
"1732","Romania","Drowning",-4.74
"4915","Cuba","Self.harm",-4.72
"5308","Canada","Road.Injuries",-4.72
"5390","Cambodia","Drowning",-4.71
"5692","Bermuda","Neonatal.Disorders",-4.69
"4273","Georgia","Interpersonal.Violence",-4.67
"833","Taiwan","Drowning",-4.66
"993","Sudan","Meningitis",-4.62
"317","United Kingdom","Road.Injuries",-4.61
"4345","France","Cirrhosis.and.Other.Chronic.Liver.Diseases",-4.6
"2605","Mozambique","Meningitis",-4.6
"578","Trinidad and Tobago","Lower.Respiratory.Infections",-4.6
"113","Vietnam","Lower.Respiratory.Infections",-4.59
"714","Timor","Meningitis",-4.59
"3807","India","Maternal.Disorders",-4.57
"3308","Latvia","Tuberculosis",-4.54
"4989","Cote d'Ivoire","Nutritional.Deficiencies",-4.53
"1197","Solomon Islands","Neonatal.Disorders",-4.52
"3814","India","Meningitis",-4.52
"5852","Barbados","HIV.AIDS",-4.51
"3430","Kiribati","Lower.Respiratory.Infections",-4.5
"3758","Indonesia","Road.Injuries",-4.5
"1558","Saint Vincent and the Grenadines","Protein.Energy.Malnutrition",-4.47
"1579","Saint Vincent and the Grenadines","Nutritional.Deficiencies",-4.47
"2877","Mauritania","Maternal.Disorders",-4.46
"1723","Romania","Alcohol.Use.Disorders",-4.46
"1701","Russia","Drowning",-4.46
"1257","Slovakia","Self.harm",-4.45
"4968","Cote d'Ivoire","Protein.Energy.Malnutrition",-4.44
"2767","Micronesia","Protein.Energy.Malnutrition",-4.42
"6021","Australia","Road.Injuries",-4.42
"2763","Micronesia","Digestive.Diseases",-4.42
"3735","Iran","Diarrheal.Diseases",-4.41
"120","Vietnam","Drowning",-4.39
"1213","Slovenia","Digestive.Diseases",-4.38
"4713","Dominican Republic","Meningitis",-4.38
"4678","Ecuador","Malaria",-4.36
"5276","Cape Verde","Chronic.Respiratory.Diseases",-4.35
"3594","Jamaica","Nutritional.Deficiencies",-4.33
"3134","Lithuania","Fire..Heat..and.Hot.Substances",-4.29
"1104","South Korea","Neonatal.Disorders",-4.27
"6266","Albania","Digestive.Diseases",-4.27
"3522","Jordan","Neonatal.Disorders",-4.26
"3704","Iraq","Diarrheal.Diseases",-4.26
"3573","Jamaica","Protein.Energy.Malnutrition",-4.24
"6288","Albania","Interpersonal.Violence",-4.24
"1700","Russia","Interpersonal.Violence",-4.19
"547","Tunisia","Lower.Respiratory.Infections",-4.18
"518","Turkey","Tuberculosis",-4.16
"4719","Dominica","Road.Injuries",-4.14
"4042","Guatemala","Conflict.and.Terrorism",-4.14
"4721","Dominica","Poisonings",-4.14
"4734","Dominica","Tuberculosis",-4.13
"4504","Estonia","Poisonings",-4.06
"807","Tajikistan","Meningitis",-4.05
"3374","Kyrgyzstan","Interpersonal.Violence",-4.05
"255","United States Virgin Islands","Road.Injuries",-4.05
"2819","Mexico","Nutritional.Deficiencies",-4.04
"3153","Lithuania","Tuberculosis",-4.03
"4364","France","HIV.AIDS",-4.02
"4613","El Salvador","Maternal.Disorders",-4.02
"3895","Honduras","Lower.Respiratory.Infections",-3.97
"4252","Georgia","Cirrhosis.and.Other.Chronic.Liver.Diseases",-3.96
"983","Sudan","Tuberculosis",-3.96
"6289","Albania","Drowning",-3.92
"2003","Panama","Neonatal.Disorders",-3.91
"5547","Brazil","Nutritional.Deficiencies",-3.91
"3862","Hungary","Alcohol.Use.Disorders",-3.89
"5750","Belize","Diarrheal.Diseases",-3.88
"1731","Romania","Interpersonal.Violence",-3.87
"435","Uganda","Meningitis",-3.85
"4233","Germany","Self.harm",-3.85
"3003","Maldives","Drowning",-3.83
"4262","Georgia","Diarrheal.Diseases",-3.83
"4517","Estonia","Tuberculosis",-3.83
"4930","Cuba","Meningitis",-3.82
"2933","Malta","Neonatal.Disorders",-3.82
"3295","Latvia","Poisonings",-3.8
"2109","Pakistan","Meningitis",-3.77
"2731","Moldova","Fire..Heat..and.Hot.Substances",-3.76
"5526","Brazil","Protein.Energy.Malnutrition",-3.73
"5978","Azerbaijan","Interpersonal.Violence",-3.72
"5391","Cambodia","Malaria",-3.72
"249","Uruguay","Meningitis",-3.7
"4159","Greece","Cirrhosis.and.Other.Chronic.Liver.Diseases",-3.69
"5644","Bhutan","Acute.Hepatitis",-3.68
"1619","Saint Kitts and Nevis","Road.Injuries",-3.68
"1634","Saint Kitts and Nevis","Tuberculosis",-3.68
"5302","Cape Verde","Meningitis",-3.67
"591","Tonga","Acute.Hepatitis",-3.66
"615","Tonga","Interpersonal.Violence",-3.66
"1228","Slovenia","Neonatal.Disorders",-3.66
"5861","Bangladesh","Acute.Hepatitis",-3.66
"2688","Mongolia","Tuberculosis",-3.63
"2675","Mongolia","Poisonings",-3.63
"1784","Puerto Rico","Self.harm",-3.62
"1851","Poland","Tuberculosis",-3.62
"1582","Saint Vincent and the Grenadines","Meningitis",-3.58
"2788","Micronesia","Nutritional.Deficiencies",-3.54
"1535","Samoa","Exposure.to.Forces.of.Nature",-3.54
"2784","Micronesia","Maternal.Disorders",-3.53
"4837","Democratic Republic of Congo","Meningitis",-3.53
"2388","Nicaragua","Meningitis",-3.52
"2760","Moldova","Meningitis",-3.52
"4121","Grenada","Nutritional.Deficiencies",-3.51
"4155","Greenland","Meningitis",-3.51
"4126","Greenland","Fire..Heat..and.Hot.Substances",-3.5
"1688","Russia","Environmental.Heat.and.Cold.Exposure",-3.49
"3101","Madagascar","Meningitis",-3.48
"2668","Mongolia","Acute.Hepatitis",-3.48
"4173","Greece","Neonatal.Disorders",-3.48
"5426","Burundi","Meningitis",-3.47
"5863","Bangladesh","Digestive.Diseases",-3.47
"720","Thailand","Road.Injuries",-3.46
"1112","South Korea","Drowning",-3.46
"2824","Mauritius","Fire..Heat..and.Hot.Substances",-3.46
"3319","Laos","Acute.Hepatitis",-3.46
"1277","Singapore","Chronic.Respiratory.Diseases",-3.46
"2812","Mexico","Tuberculosis",-3.45
"4703","Dominican Republic","Tuberculosis",-3.44
"1714","Romania","Poisonings",-3.42
"988","Sudan","Drowning",-3.41
"3329","Laos","Conflict.and.Terrorism",-3.36
"1727","Romania","Tuberculosis",-3.33
"989","Sudan","Malaria",-3.32
"6294","Albania","Meningitis",-3.32
"4576","Equatorial Guinea","Neonatal.Disorders",-3.32
"869","Syria","Meningitis",-3.31
"2884","Mauritania","Meningitis",-3.31
"5597","Bosnia and Herzegovina","Self.harm",-3.26
"1386","Serbia","Tuberculosis",-3.25
"239","Uruguay","Tuberculosis",-3.24
"1282","Singapore","Diabetes.Mellitus",-3.22
"1596","Saint Lucia","Diarrheal.Diseases",-3.22
"5606","Bosnia and Herzegovina","Interpersonal.Violence",-3.2
"5150","China","Digestive.Diseases",-3.19
"2257","North Korea","Maternal.Disorders",-3.16
"3615","Italy","Neonatal.Disorders",-3.16
"3177","Libya","Diarrheal.Diseases",-3.16
"2156","Norway","Self.harm",-3.14
"5494","Brunei","Road.Injuries",-3.14
"64","Yemen","Acute.Hepatitis",-3.14
"1489","Sao Tome and Principe","Meningitis",-3.14
"1479","Sao Tome and Principe","Tuberculosis",-3.14
"2636","Morocco","Meningitis",-3.13
"5700","Bermuda","Drowning",-3.13
"192","Uzbekistan","Chronic.Respiratory.Diseases",-3.13
"5678","Bermuda","Cirrhosis.and.Other.Chronic.Liver.Diseases",-3.13
"5694","Bermuda","Cardiovascular.Diseases",-3.13
"3646","Israel","Neonatal.Disorders",-3.12
"1390","Serbia","Interpersonal.Violence",-3.11
"4874","Cyprus","Road.Injuries",-3.1
"1916","Peru","Maternal.Disorders",-3.09
"2378","Nicaragua","Tuberculosis",-3.09
"2798","Mexico","Protein.Energy.Malnutrition",-3.08
"2099","Pakistan","Tuberculosis",-3.07
"1047","Spain","HIV.AIDS",-3.02
"511","Turkey","Diarrheal.Diseases",-3
"3678","Ireland","Lower.Respiratory.Infections",-2.99
"5550","Brazil","Meningitis",-2.99
"5482","Bulgaria","Interpersonal.Violence",-2.96
"1815","Portugal","Self.harm",-2.95
"4265","Georgia","Alcohol.Use.Disorders",-2.95
"5959","Azerbaijan","Road.Injuries",-2.93
"1414","Senegal","Neonatal.Disorders",-2.92
"4589","Equatorial Guinea","Meningitis",-2.91
"4341","Gabon","Meningitis",-2.9
"4338","Gabon","Nutritional.Deficiencies",-2.89
"2105","Pakistan","Malaria",-2.86
"467","Turkmenistan","Acute.Hepatitis",-2.86
"2836","Mauritius","Diarrheal.Diseases",-2.85
"5483","Bulgaria","Drowning",-2.84
"1876","Philippines","Exposure.to.Forces.of.Nature",-2.83
"1324","Sierra Leone","Tuberculosis",-2.81
"4820","Democratic Republic of Congo","Diarrheal.Diseases",-2.81
"5474","Bulgaria","Alcohol.Use.Disorders",-2.81
"5194","Chile","Self.harm",-2.8
"1820","Portugal","Tuberculosis",-2.79
"1776","Puerto Rico","Poisonings",-2.79
"5669","Bhutan","Drowning",-2.79
"2743","Moldova","Diarrheal.Diseases",-2.77
"2247","North Korea","Diarrheal.Diseases",-2.77
"570","Trinidad and Tobago","Conflict.and.Terrorism",-2.76
"2704","Monaco","Road.Injuries",-2.76
"2706","Monaco","Poisonings",-2.76
"2716","Monaco","Neonatal.Disorders",-2.76
"4720","Dominica","Protein.Energy.Malnutrition",-2.76
"4727","Dominica","Diarrheal.Diseases",-2.76
"4741","Dominica","Nutritional.Deficiencies",-2.76
"2719","Monaco","Tuberculosis",-2.75
"5979","Azerbaijan","Drowning",-2.75
"621","Tonga","Meningitis",-2.74
"5199","Chile","Tuberculosis",-2.74
"2533","Namibia","Tuberculosis",-2.73999999999999
"4317","Gabon","Protein.Energy.Malnutrition",-2.73
"709","Timor","Drowning",-2.73
"2264","North Korea","Meningitis",-2.69
"585","Trinidad and Tobago","Drowning",-2.69
"2921","Malta","Road.Injuries",-2.69
"5643","Bolivia","Meningitis",-2.68
"3380","Kyrgyzstan","Meningitis",-2.66
"2791","Micronesia","Meningitis",-2.65
"1086","South Sudan","Meningitis",-2.64
"4100","Grenada","Protein.Energy.Malnutrition",-2.63
"4107","Grenada","Diarrheal.Diseases",-2.63
